end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	gene_upstream	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1751653_r000387	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000386	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000386	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1751653	1751652	1751653	+	acsA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1752958_r000388	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000387	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000387	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1752958	1752957	1752958	+	cbrA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1755824_r000389	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000388	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000388	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1755824	1755823	1755824	+	cbrD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1805521_r000390	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000389	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000389	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1805521	1805520	1805521	-	Dda3937_03012	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1830535_r000391	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000390	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000390	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1830535	1830534	1830535	-	tdcB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1835439_r000392	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000391	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000391	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1835439	1835438	1835439	+	Dda3937_02985	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1844095_r000393	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000392	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000392	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1844095	1844094	1844095	-	yfeD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1845724_r000394	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000393	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000393	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1845724	1845723	1845724	-	yfeB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1846651_r000395	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000394	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000394	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1846651	1846650	1846651	-	yfeA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1902761_r000396	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000395	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000395	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1902761	1902760	1902761	-	Dda3937_00054	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1910842_r000397	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000396	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000396	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1910842	1910841	1910842	-	Dda3937_03736	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1912824_r000398	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000397	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000397	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1912824	1912823	1912824	-	Dda3937_03738	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1915506_r000399	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000398	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000398	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1915506	1915505	1915506	-	sfcA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1939632_r000400	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000399	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000399	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1939632	1939631	1939632	+	sfuA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1941219_r000401	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000400	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000400	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1941219	1941218	1941219	+	sfuB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1942289_r000402	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000401	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000401	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1942289	1942288	1942289	+	sfuC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1943170_r000403	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000402	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000402	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1943170	1943169	1943170	+	ybhL	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1953630_r000404	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000403	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000403	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1953630	1953629	1953630	+	rhlE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1970243_r000405	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000404	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000404	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1970243	1970242	1970243	-	Dda3937_02900	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1978219_r000406	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000405	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000405	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1978219	1978218	1978219	+	bglX	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1982089_r000407	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000406	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000406	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1982089	1982088	1982089	+	Dda3937_02893	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1985146_r000408	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000407	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000407	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1985146	1985145	1985146	+	Dda3937_02891	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1990201_r000409	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000408	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000408	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1990201	1990200	1990201	-	glnQ	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1991670_r000410	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000409	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000409	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1991670	1991669	1991670	-	glnH	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1992926_r000411	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000410	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000410	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1992926	1992925	1992926	-	dps	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1995788_r000412	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000411	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000411	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1995788	1995787	1995788	+	ompX	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2016303_r000413	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000412	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000412	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2016303	2016302	2016303	-	Dda3937_03436	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2023234_r000414	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000413	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000413	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2023234	2023233	2023234	-	Dda3937_01244	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2024236_r000415	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000414	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000414	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2024236	2024235	2024236	-	Dda3937_01242	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2028280_r000416	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000415	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000415	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2028280	2028279	2028280	-	Dda3937_01236	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2033154_r000417	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000416	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000416	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2033154	2033153	2033154	-	Dda3937_04546	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2051390_r000418	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000417	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000417	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2051390	2051389	2051390	+	yejK	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2055475_r000419	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000418	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000418	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2055475	2055474	2055475	-	rplY	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2060969_r000420	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000419	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000419	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2060969	2060968	2060969	+	yejG	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2066736_r000421	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000420	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000420	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2066736	2066735	2066736	-	spr	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2067802_r000422	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000421	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000421	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2067802	2067801	2067802	-	yeiU	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2069612_r000423	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000422	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000422	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2069612	2069611	2069612	-	yeiP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2078511_r000424	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000423	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000423	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2078511	2078510	2078511	+	fruA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2079297_r000425	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000424	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000424	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2079297	2079296	2079297	-	nfo	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2084090_r000426	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000425	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000425	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2084090	2084089	2084090	-	sotB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2084119_r000427	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000426	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000426	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2084119	2084118	2084119	+	lysP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2095304_r000428	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000427	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000427	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2095304	2095303	2095304	-	Dda3937_00471	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2110559_r000429	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000428	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000428	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2110559	2110558	2110559	+	Dda3937_03499	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2112609_r000430	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000429	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000429	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2112609	2112608	2112609	+	Dda3937_03498	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2113461_r000431	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000430	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000430	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2113461	2113460	2113461	+	folE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2115600_r000432	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000431	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000431	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2115600	2115599	2115600	-	yliG	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
