end_id	source_record_id	source_end_id	author_tts_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	score	tts_class	locus	gene	convergent	webgester	rnie	transtermhp	rhotermpredict_100nt	rhotermpredict_150nt	prediction_support	prediction_support_count	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_792106_r000498	TTS497	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000497	TTS497	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	792106	792105	792106	+	5.108661807	I	Rv0692	Rv0692	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_793178_r000499	TTS498	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000498	TTS498	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	793178	793177	793178	+	9.34883107	I	Rv0693	pqqE	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_793745_r000500	TTS499	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000499	TTS499	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	793745	793744	793745	+	5.453640242	I	Rv0694	lldD1	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_795596_r000501	TTS500	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000500	TTS500	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	795596	795595	795596	+	5.334690501	I	Rv0696	Rv0696	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_800429_r000502	TTS501	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000501	TTS501	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	800429	800428	800429	+	17.93384334	O	.	.	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_800563_r000503	TTS502	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000502	TTS502	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	800563	800562	800563	+	7.735157136	O	.	.	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_800840_r000504	TTS503	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000503	TTS503	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	800840	800839	800840	+	6.902544747	I	Rv0701	rplC	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_801771_r000505	TTS504	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000504	TTS504	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	801771	801770	801771	+	11.78316855	I	Rv0702	rplD	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_802662_r000506	TTS505	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000505	TTS505	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	802662	802661	802662	+	5.967575926	I	Rv0704	rplB	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_803272_r000507	TTS506	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000506	TTS506	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	803272	803271	803272	+	11.88392739	I	Rv0704	rplB	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_803559_r000508	TTS507	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000507	TTS507	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	803559	803558	803559	+	5.695702867	I	Rv0705	rpsS	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_803973_r000509	TTS508	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000508	TTS508	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	803973	803972	803973	+	4.921994119	I	Rv0706	rplV	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_805556_r000510	TTS509	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000509	TTS509	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	805556	805555	805556	-	4.998281445	A	Rv0709	rpmC	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_805652_r000511	TTS510	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000510	TTS510	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	805652	805651	805652	+	33.35881198	I	Rv0709	rpmC	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_806183_r000512	TTS511	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000511	TTS511	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	806183	806182	806183	-	5.094498376	O	.	.	Found	.	Found	.	Found	Found	Convergent;RNIE;RhoTermPredict (100nt);RhoTermPredict (150nt)	4	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_806184_r000513	TTS512	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000512	TTS512	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	806184	806183	806184	+	32.37490614	P	Rv0710	rpsQ	Found	Found	Found	.	Found	Found	Convergent;WebGeSter;RNIE;RhoTermPredict (100nt);RhoTermPredict (150nt)	5	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_810089_r000514	TTS513	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000513	TTS513	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	810089	810088	810089	+	4.878362164	I	Rv0713	Rv0713	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_811666_r000515	TTS514	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000514	TTS514	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	811666	811665	811666	+	27.34341028	I	Rv0714	rplN	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_811994_r000516	TTS515	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000515	TTS515	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	811994	811993	811994	+	7.391801439	I	Rv0715	rplX	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_812478_r000517	TTS516	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000516	TTS516	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	812478	812477	812478	+	7.513000053	I	Rv0716	rplE	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_812609_r000518	TTS517	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000517	TTS517	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	812609	812608	812609	+	11.55727915	I	Rv0716	rplE	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_814008_r000519	TTS518	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000518	TTS518	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	814008	814007	814008	+	5.386057188	I	Rv0720	rplR	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_815085_r000520	TTS519	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000519	TTS519	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	815085	815084	815085	+	8.965886164	I	Rv0722	rpmD	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_815647_r000521	TTS520	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000520	TTS520	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	815647	815646	815647	+	9.761881563	I	MTB000118	ncRv0724	.	.	Found	Found	Found	Found	RNIE;TransTermHP;RhoTermPredict (100nt);RhoTermPredict (150nt)	4	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_815920_r000522	TTS521	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000521	TTS521	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	815920	815919	815920	+	11.9844403	I	Rv0724	sppA	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_816661_r000523	TTS522	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000522	TTS522	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	816661	816660	816661	-	5.91380439	A	Rv0724	sppA	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_817691_r000524	TTS523	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000523	TTS523	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	817691	817690	817691	+	5.308321285	A	Rv0724A	Rv0724A	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_823766_r000525	TTS524	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000524	TTS524	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	823766	823765	823766	+	12.8275718	A	Rv0731c	Rv0731c	Found	Found	.	.	.	.	Convergent;WebGeSter	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_824205_r000526	TTS525	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000525	TTS525	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	824205	824204	824205	+	13.60252047	A	Rv0731c	Rv0731c	Found	.	.	Found	.	.	Convergent;TransTermHP	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_824900_r000527	TTS526	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000526	TTS526	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	824900	824899	824900	+	18.91681551	I	Rv0732	secY	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_827634_r000528	TTS527	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000527	TTS527	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	827634	827633	827634	+	10.05170787	I	Rv0735	sigL	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_841785_r000529	TTS528	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000528	TTS528	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	841785	841784	841785	-	13.4676276	I	Rv0749A	Rv0749A	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_842160_r000530	TTS529	BATTER_S1_022_TERMSEQ_NC_000962_3_F_000529	TTS529	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	842160	842159	842160	+	7.68322085	I	Rv0750	Rv0750	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_849961_r000531	TTS530	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000530	TTS530	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	849961	849960	849961	-	10.89670255	I	Rv0755c	PPE12	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_850296_r000532	TTS531	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000531	TTS531	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	850296	850295	850296	-	10.99946285	O	.	.	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_851646_r000533	TTS532	BATTER_S1_022_TERMSEQ_NC_000962_3_R_000532	TTS532	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	851646	851645	851646	-	28.28125141	A	Rv0757	phoP	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
