end_id	link_status	record_id	source_id	species	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	locus	gene_start_1based	gene_end_1based	gene_annotation	tts_counts	three_prime_utr_length	begins_operon	operon_id	pmid	doi	source_table	count_discrepancy_warning
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1724061_r000420	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000215	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1724061	1724060	1724061	+	PA1584	1723280	1723987	succinate dehydrogenase iron-sulfur subunit	210.0	74	0	1120	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000216	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1727098	1727097	1727098	+	PA1585	1724244	1727075	2-oxoglutarate dehydrogenase E1	7.0	23	1	1121	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1728393_r000424	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000217	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1728393	1728392	1728393	+	PA1586	1727118	1728347	dihydrolipoamide succinyltransferase	83.0	46	1	1122	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1729942_r000426	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000218	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1729942	1729941	1729942	+	PA1587	1728416	1729852	dihydrolipoamide dehydrogenase	90.0	90	1	1123	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000219	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1732296	1732295	1732296	+	PA1589	1731347	1732234	succinyl-CoA synthetase subunit alpha	291.0	62	0	1124	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000220	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1733905	1733904	1733905	+	PA1590	1732545	1733858	branched-chain amino acid transporter	22.0	47	1	1125	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000221	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1734778	1734777	1734778	-	PA1592	1734827	1735063	hypothetical protein	1163.0	49	1	1127	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1762940_r000443	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000222	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1762940	1762939	1762940	+	PA1618	1762433	1762870	hypothetical protein	8.0	70	1	1145	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000223	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1825449	1825448	1825449	-	PA1674	1825495	1826040	GTP cyclohydrolase I	55.0	46	1	1182	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000224	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1834379	1834378	1834379	+	PA1684	1833776	1834321	1,2-dihydroxy-3-keto-5-methylthiopentene	25.0	58	0	1190	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000225	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1837262	1837261	1837262	+	PA1687	1836367	1837227	spermidine synthase	40.0	35	1	1193	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1840405_r000447	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000226	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1840405	1840404	1840405	+	PA1689	1838260	1840362	hypothetical protein	16.0	43	0	1194	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1887057_r000448	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000227	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1887057	1887056	1887057	+	PA1742	1886278	1887000	amidotransferase	15.0	57	1	1212	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000228	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1888944	1888943	1888944	+	PA1746	1888407	1888913	hypothetical protein	58.0	31	1	1215	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1889282_r000450	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000229	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1889282	1889281	1889282	-	PA1748	1889323	1890012	enoyl-CoA hydratase	14.0	41	1	1217	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1890694_r000451	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000230	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1890694	1890693	1890694	-	PA1750	1890739	1891815	phospho-2-dehydro-3-deoxyheptonate aldolase	113.0	45	1	1219	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1890727_r000452	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000231	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1890727	1890726	1890727	+	PA1749	1890196	1890681	hypothetical protein	22.0	46	1	1218	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1895270_r000453	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000232	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1895270	1895269	1895270	+	PA1754	1894249	1895223	transcriptional regulator CysB	15.0	47	1	1222	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1897291_r000454	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000233	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1897291	1897290	1897291	+	PA1757	1896630	1897247	phosphoserine phosphatase	29.0	44	1	1225	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000234	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1909652	1909651	1909652	-	PA1766	1909698	1910681	hypothetical protein	59.0	46	0	1231	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1916460_r000458	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000235	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1916460	1916459	1916460	+	PA1770	1914037	1916412	phosphoenolpyruvate synthase	78.0	48	1	1233	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000236	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1918143	1918142	1918143	+	PA1772	1917599	1918087	ribonuclease activity regulator protein RraA	42.0	56	1	1235	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1920546_r000461	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000237	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1920546	1920545	1920546	+	PA1775	1919579	1920403	hypothetical protein	10.0	143	0	1237	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1922273_r000466	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000238	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1922273	1922272	1922273	+	PA1777	1921174	1922226	porin	1180.0	47	1	1239	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1934989_r000468	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000239	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1934989	1934988	1934989	-	PA1787	1935035	1937644	bifunctional aconitate hydratase	264.0	46	1	1245	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1940216_r000475	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000240	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1940216	1940215	1940216	-	PA1791	1940255	1941586	hypothetical protein	131.0	39	1	1249	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1941689_r000476	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000241	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1941689	1941688	1941689	-	PA1792	1941720	1942442	UDP-2,3-diacylglucosamine hydrolase	76.0	31	0	1250	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1942373_r000477	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000242	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1942373	1942372	1942373	-	PA1793	1942447	1942944	peptidyl-prolyl cis-trans isomerase B	174.0	74	1	1250	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1946144_r000479	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000243	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1946144	1946143	1946144	-	PA1796	1946187	1947041	bifunctional 5,10-methylene-tetrahydrofolate	91.0	43	1	1252	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1946175_r000480	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000244	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1946175	1946174	1946175	+	PA1795	1944747	1946129	cysteinyl-tRNA synthetase	114.0	46	0	1251	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000245	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1947495	1947494	1947495	+	PA1796.1	1947320	1947396	tRNA-Arg	16.0	99	1	1253	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1947584_r000486	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000246	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1947584	1947583	1947584	+	PA1796.2	1947448	1947523	tRNA-His	33.0	61	1	1254	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1947739_r000487	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000247	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1947739	1947738	1947739	+	PA1796.3	1947578	1947662	tRNA-Leu	130.0	77	1	1255	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000248	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1947863	1947862	1947863	+	PA1796.4	1947729	1947804	tRNA-His	21.0	59	1	1256	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1954028_r000490	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000249	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1954028	1954027	1954028	+	PA1800	1952665	1953975	trigger factor	331.0	53	1	1260	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1954751_r000493	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000250	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1954751	1954750	1954751	+	PA1801	1954069	1954710	ATP-dependent Clp protease proteolytic subunit	47.0	41	1	1261	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1956125_r000497	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000251	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1956125	1956124	1956125	+	PA1802	1954815	1956095	ATP-dependent protease ATP-binding subunit	104.0	30	1	1262	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1958678_r000500	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000252	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1958678	1958677	1958678	+	PA1803	1956227	1958623	Lon protease	17.0	55	1	1263	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1959082_r000506	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000253	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1959082	1959081	1959082	+	PA1804	1958759	1959031	DNA-binding protein HU	396.0	51	1	1264	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000254	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1959197	1959196	1959197	+	PA1804.1	1959083	1959159	tRNA-Asp	1653.0	38	1	1265	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1961171_r000508	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000255	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1961171	1961170	1961171	+	PA1805	1959263	1961128	peptidyl-prolyl cis-trans isomerase D	75.0	43	1	1266	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000256	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1961182	1961181	1961182	-	PA1806	1961227	1962024	NADH-dependent enoyl-ACP reductase	17.0	45	0	1267	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000257	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	1969573	1969572	1969573	-	PA1812	1969635	1971239	membrane-bound lytic murein transglycosylase D	12.0	62	1	1268	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
