locus_tag	tts_position	gff_matched	inferred_strand	confidence	note
CDIF630_01566	1612310	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS07925 (1612500-1614419, -链); Location TTS=3UTR
CDIF630_01568	1615278	是	-	高	locus tag直接命中 GFF gene/ddlR (1615310-1616758, -链); Location TTS=3UTR
CDIF630_01568	1616623	是	-	高	locus tag直接命中 GFF gene/ddlR (1615310-1616758, -链); Location TTS=CDS
CDIF630_01571	1620093	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS07950 (1619253-1620032, +链); Location TTS=3UTR
CDIF630_01572	1620035	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS07955 (1620126-1620710, -链); Location TTS=3UTR
CDIF630_01574	1623870	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS07965 (1622658-1623602, +链); Location TTS=3UTR
CDIF630_01575	1623810	是	-	高	locus tag直接命中 GFF gene/mnmL (1623873-1624808, -链); Location TTS=3UTR
CDIF630_01576	1624911	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS07975 (1624927-1625475, -链); Location TTS=3UTR
CDIF630_01578	1626874	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS07985 (1626122-1626790, +链); Location TTS=3UTR
CDIF630_01579	1626796	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS07990 (1626908-1628263, -链); Location TTS=3UTR
CDIF630_01580	1629594	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS20485 (1629387-1629539, +链); Location TTS=3UTR
CDIF630nc_049	1629466	是	+	低	locus tag(CDIF630nc_049)未命中; 按坐标关联到GFF gene/CDIF630_RS20485 (1629387-1629539, +链), 低置信
CDIF630_01581	1630741	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08005 (1630969-1632702, -链); Location TTS=3UTR
CDIF630_01581	1630659	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08005 (1630969-1632702, -链); Location TTS=3UTR
CDIF630_01582	1632814	是	-	高	locus tag直接命中 GFF gene/dccA (1632942-1633787, -链); Location TTS=3UTR
CDIF630_01586	1638168	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20490 (1638216-1638392, -链); Location TTS=3UTR
CDIF630_01588	1638799	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08035 (1638897-1639571, -链); Location TTS=3UTR
CDIF630_01589	1639734	是	-	高	locus tag直接命中 GFF pseudogene/CDIF630_RS21185 (1639791-1640344, -链); Location TTS=3UTR
CDIF630_01593	1642125	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08055 (1641252-1642037, +链); Location TTS=3UTR
CDIF630_01594	1642046	是	-	高	locus tag直接命中 GFF gene/pdaA (1642134-1642958, -链); Location TTS=3UTR
CDIF630_01596	1647117	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08070 (1646316-1646915, +链); Location TTS=3UTR
CDIF630_01597	1647006	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08075 (1647142-1649271, -链); Location TTS=3UTR
CDIF630_01598	1649868	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08080 (1649537-1649785, +链); Location TTS=3UTR
CDIF630_01601	1653636	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08095 (1652987-1653580, +链); Location TTS=3UTR
CDIF630_01602	1655288	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08100 (1653711-1655120, +链); Location TTS=3UTR
CDIF630_01605	1657805	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08115 (1656875-1657741, +链); Location TTS=3UTR
CDIF630_01606	1658825	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08120 (1657983-1658792, +链); Location TTS=3UTR
CDIF630_01615	1665870	是	+	高	locus tag直接命中 GFF gene/folB (1665638-1666003, +链); Location TTS=CDS
CDIF630_01617	1667293	是	+	高	locus tag直接命中 GFF gene/aroF (1666483-1667268, +链); Location TTS=3UTR
CDIF630_01619	1670565	是	+	高	locus tag直接命中 GFF gene/rpoD (1669331-1670497, +链); Location TTS=3UTR
CDIF630_01622	1673156	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08200 (1672525-1673097, +链); Location TTS=3UTR
CDIF630_01623	1673106	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08205 (1673157-1673624, -链); Location TTS=3UTR
CDIF630_01624	1673930	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08210 (1674010-1674486, -链); Location TTS=3UTR
CDIF630_01626	1675752	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08220 (1675690-1676079, -链); Location TTS=CDS
CDIF630_01627	1676850	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08225 (1676271-1676717, +链); Location TTS=3UTR
CDIF630_01631	1682346	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08245 (1679695-1682256, +链); Location TTS=3UTR
CDIF630_01632	1683907	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08250 (1682477-1683751, +链); Location TTS=3UTR
CDIF630_01633	1683857	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08255 (1683930-1686953, -链); Location TTS=3UTR
CDIF630_01634	1687645	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08260 (1687159-1687458, +链); Location TTS=3UTR
CDIF630_01635	1687604	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08265 (1687696-1689924, -链); Location TTS=3UTR
CDIF630_01638	1694558	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08280 (1693943-1694488, +链); Location TTS=3UTR
CDIF630_01639	1695450	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08285 (1694748-1695356, +链); Location TTS=3UTR
CDIF630_01640	1698660	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08290 (1695683-1698580, +链); Location TTS=3UTR
CDIF630_01644	1701837	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08310 (1701629-1701781, +链); Location TTS=3UTR
CDIF630_01648	1705322	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08330 (1704284-1705243, +链); Location TTS=3UTR
CDIF630_01649	1705258	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08335 (1705341-1705937, -链); Location TTS=3UTR
CDIF630_01650	1706870	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08340 (1706183-1706782, +链); Location TTS=3UTR
CP010905.2:1708764..1708870	1708914	是	+	低	坐标定位到GFF特征 riboswitch/ (1708764-1708870, +链), 非基因特征, 低置信
CDIF630_01656	1711475	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08365 (1710626-1711417, +链); Location TTS=3UTR
CDIF630_01657	1714353	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08370 (1711565-1714303, +链); Location TTS=3UTR
CDIF630_01658	1715085	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08375 (1714412-1715020, +链); Location TTS=3UTR
CDIF630_01659	1716336	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08380 (1715899-1716489, +链); Location TTS=CDS
CDIF630_01660	1717401	是	+	高	locus tag直接命中 GFF gene/proC (1716529-1717332, +链); Location TTS=3UTR
CDIF630_01661	1717348	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08390 (1717413-1718588, -链); Location TTS=3UTR
CDIF630_01662	1719384	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08395 (1718855-1719331, +链); Location TTS=3UTR
CDIF630_01663	1720630	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08400 (1719622-1720506, +链); Location TTS=3UTR
CDIF630_01664	1721861	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08405 (1720980-1721387, +链); Location TTS=3UTR
CDIF630nc_055	1721864	是	+	低	locus tag(CDIF630nc_055)未命中; 按坐标关联到GFF gene/CDIF630_RS08405 (1720980-1721387, +链), 低置信
CDIF630_01665	1723260	是	+	高	locus tag直接命中 GFF gene/tnpB (1722024-1723142, +链); Location TTS=3UTR
CDIF630_01665	1722598	是	+	高	locus tag直接命中 GFF gene/tnpB (1722024-1723142, +链); Location TTS=CDS
CDIF630_01666	1724096	是	+	高	locus tag直接命中 GFF gene/murJ (1723219-1724406, +链); Location TTS=CDS
CDIF630_01667	1725194	是	+	高	locus tag直接命中 GFF gene/deoC (1724442-1725101, +链); Location TTS=3UTR
CDIF630_01670	1727388	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08435 (1726531-1727325, +链); Location TTS=3UTR
CDIF630_01671	1727327	是	-	高	locus tag直接命中 GFF gene/cdeA (1727420-1728745, -链); Location TTS=3UTR
CDIF630_01674	1731454	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08460 (1730775-1731344, +链); Location TTS=3UTR
CDIF630_01675	1731398	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08465 (1731511-1732158, -链); Location TTS=3UTR
CDIF630_01676	1732474	是	-	高	locus tag直接命中 GFF gene/cotB (1732548-1733462, -链); Location TTS=3UTR
CDIF630_01677	1734233	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08480 (1734294-1734476, -链); Location TTS=3UTR
CDIF630_01678	1734613	是	-	高	locus tag直接命中 GFF gene/panC (1734906-1735754, -链); Location TTS=3UTR
CDIF630_01684	1742938	是	-	高	locus tag直接命中 GFF gene/feoB (1743068-1745188, -链); Location TTS=3UTR
CDIF630_01684	1743588	是	-	高	locus tag直接命中 GFF gene/feoB (1743068-1745188, -链); Location TTS=CDS
CDIF630_01684	1743780	是	-	高	locus tag直接命中 GFF gene/feoB (1743068-1745188, -链); Location TTS=CDS
CDIF630_01685	1745527	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08520 (1745214-1745441, -链); Location TTS=5UTR
CP010905.2:1747501..1747753	1747774	是	+	低	坐标定位到GFF特征 binding_site/ (1747501-1747753, +链), 非基因特征, 低置信
CDIF630_01689	1749095	是	+	高	locus tag直接命中 GFF gene/tyrS (1747826-1749034, +链); Location TTS=3UTR
CDIF630_01690	1749039	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08540 (1749095-1749976, -链); Location TTS=3UTR
CDIF630nc_056	1750365	否		无法确定	locus tag(CDIF630nc_056)未命中且坐标(1750238-1750313)处无唯一GFF特征, 需人工核查
CDIF630_01691	1751429	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08545 (1750362-1751306, +链); Location TTS=3UTR
CDIF630_01692	1752133	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08550 (1751529-1752074, +链); Location TTS=3UTR
CDIF630_01694	1754872	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08560 (1753375-1754640, +链); Location TTS=3UTR
CDIF630_01694	1754225	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08560 (1753375-1754640, +链); Location TTS=CDS
CDIF630_01695	1754802	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08565 (1754926-1756158, -链); Location TTS=3UTR
CDIF630_01695	1755843	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08565 (1754926-1756158, -链); Location TTS=CDS
CDIF630_01696	1756328	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08570 (1756161-1756835, -链); Location TTS=CDS
CDIF630_01702	1764796	是	+	高	locus tag直接命中 GFF gene/ggt (1763090-1764703, +链); Location TTS=3UTR
CDIF630_01703	1764751	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08605 (1764836-1765687, -链); Location TTS=3UTR
CDIF630_01705	1768664	是	+	高	locus tag直接命中 GFF gene/gltA (1767206-1768600, +链); Location TTS=3UTR
CDIF630_01706	1771264	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08620 (1768966-1771185, +链); Location TTS=3UTR
CDIF630_01710	1776669	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08640 (1775575-1776615, +链); Location TTS=3UTR
CDIF630_01712	1778175	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08650 (1777833-1778042, +链); Location TTS=3UTR
CDIF630_01713	1778087	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08655 (1778182-1778748, -链); Location TTS=3UTR
CDIF630_01714	1779664	是	+	高	locus tag直接命中 GFF gene/trhA (1778909-1779562, +链); Location TTS=3UTR
CDIF630_01715	1779604	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20500 (1779720-1779896, -链); Location TTS=3UTR
CDIF630nc_058	1780373	否		无法确定	locus tag(CDIF630nc_058)未命中且坐标(1780121-1780374)处无唯一GFF特征, 需人工核查
CDIF630_01723	1786507	是	+	高	locus tag直接命中 GFF gene/hisIE (1785774-1786442, +链); Location TTS=3UTR
CDIF630_01724	1788645	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08710 (1787244-1788572, +链); Location TTS=3UTR
CDIF630_01727	1791387	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08725 (1791235-1791717, +链); Location TTS=CDS
CP010905.2:1795186..1795443	1795484	是	+	低	坐标定位到GFF特征 binding_site/ (1795186-1795443, +链), 非基因特征, 低置信
CDIF630_01736	1799855	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08765 (1799046-1799723, +链); Location TTS=3UTR
CDIF630_01737	1801993	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08770 (1799897-1801933, +链); Location TTS=3UTR
CDIF630_01738	1801938	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08775 (1802124-1802690, -链); Location TTS=3UTR
CDIF630_01739	1803564	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08780 (1802978-1803514, +链); Location TTS=3UTR
CDIF630nc_059	1803983	是	+	低	locus tag(CDIF630nc_059)未命中; 按坐标关联到GFF pseudogene/CDIF630_RS08785 (1804144-1804227, +链), 低置信
CDIF630_01740	1805490	是	+	高	locus tag直接命中 GFF gene/tnpB (1804234-1805352, +链); Location TTS=3UTR
CDIF630_01740	1804485	是	+	高	locus tag直接命中 GFF gene/tnpB (1804234-1805352, +链); Location TTS=CDS
CDIF630_01740	1804809	是	+	高	locus tag直接命中 GFF gene/tnpB (1804234-1805352, +链); Location TTS=CDS
CDIF630_01741	1806211	是	+	高	locus tag直接命中 GFF pseudogene/CDIF630_RS08795 (1805471-1805878, +链); Location TTS=3UTR
CDIF630_01742	1807797	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08800 (1806351-1807565, +链); Location TTS=3UTR
CDIF630_01743	1807743	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08805 (1807914-1808435, -链); Location TTS=3UTR
CDIF630_01745	1810330	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08815 (1809698-1810288, +链); Location TTS=3UTR
CDIF630_01746	1812171	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08820 (1810354-1812051, +链); Location TTS=3UTR
CDIF630_01746	1810880	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08820 (1810354-1812051, +链); Location TTS=CDS
CDIF630_01747	1813213	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08825 (1812265-1813104, +链); Location TTS=3UTR
CP010905.2:1815560..1815800	1815824	是	+	低	坐标定位到GFF特征 binding_site/ (1815560-1815800, +链), 非基因特征, 低置信
CP010905.2:1815866..1816101	1816125	是	+	低	坐标定位到GFF特征 binding_site/ (1815866-1816101, +链), 非基因特征, 低置信
CDIF630_01752	1818192	是	+	高	locus tag直接命中 GFF gene/cdeM (1817520-1818002, +链); Location TTS=3UTR
CDIF630_01753	1819685	是	+	高	locus tag直接命中 GFF gene/hisD (1818313-1819578, +链); Location TTS=3UTR
CDIF630_01754	1819623	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08850 (1819781-1820533, -链); Location TTS=3UTR
CDIF630_01761	1828151	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08885 (1827121-1828083, +链); Location TTS=3UTR
CDIF630_01762	1829145	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08890 (1828455-1829087, +链); Location TTS=3UTR
CDIF630_01769	1836203	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08925 (1835962-1836150, +链); Location TTS=3UTR
CDIF630_01770	1836152	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08930 (1836204-1837073, -链); Location TTS=3UTR
CDIF630_01777	1842145	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS08960 (1841801-1842103, +链); Location TTS=3UTR
CDIF630_01778	1842102	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS08965 (1842169-1842918, -链); Location TTS=3UTR
CDIF630_01787	1850073	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09005 (1848696-1849964, +链); Location TTS=3UTR
CDIF630_01788	1851576	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09010 (1850330-1851511, +链); Location TTS=3UTR
CDIF630_01789	1851524	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09015 (1851653-1852570, -链); Location TTS=3UTR
CDIF630_01791	1855769	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09025 (1853618-1855678, +链); Location TTS=3UTR
CDIF630_01792	1857974	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09030 (1856360-1857904, +链); Location TTS=3UTR
CDIF630_01795	1859987	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09045 (1859169-1859933, +链); Location TTS=3UTR
CDIF630_01797	1862638	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09055 (1861598-1862482, +链); Location TTS=3UTR
CDIF630_01800	1866182	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09065 (1863569-1866100, +链); Location TTS=3UTR
CDIF630_01802	1868468	是	+	高	locus tag直接命中 GFF gene/vanS (1867285-1868367, +链); Location TTS=3UTR
CDIF630_01805	1872851	是	+	高	locus tag直接命中 GFF gene/vanT (1870549-1872687, +链); Location TTS=3UTR
CDIF630_01806	1873646	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09095 (1873001-1873621, +链); Location TTS=3UTR
CDIF630_01808	1874258	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09105 (1874436-1875140, -链); Location TTS=CDS
CDIF630_01809	1877251	是	+	高	locus tag直接命中 GFF gene/asnB (1875313-1877187, +链); Location TTS=3UTR
CDIF630_01810	1877196	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09115 (1877279-1878715, -链); Location TTS=3UTR
CDIF630_01810	1877403	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09115 (1877279-1878715, -链); Location TTS=CDS
CDIF630_01812	1880302	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09125 (1879661-1880239, +链); Location TTS=3UTR
CDIF630_01814	1883768	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09135 (1880944-1883703, +链); Location TTS=3UTR
CDIF630_01816	1886533	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09145 (1885353-1886489, +链); Location TTS=3UTR
CDIF630_01820	1890893	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09165 (1890015-1890806, +链); Location TTS=3UTR
CDIF630_01821	1890828	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09170 (1890921-1891475, -链); Location TTS=3UTR
CDIF630_01823	1894058	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09180 (1892948-1893928, +链); Location TTS=3UTR
CDIF630_01829	1900462	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09210 (1900512-1901111, -链); Location TTS=3UTR
CP010905.2:1902124..1902229	1902079	是	-	低	坐标定位到GFF特征 riboswitch/ (1902124-1902229, -链), 非基因特征, 低置信
CP010905.2:1903471..1903647	1903732	否		无法确定	坐标处无唯一GFF特征, 需人工核查
CDIF630_01835	1905784	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09230 (1905631-1905711, +链); Location TTS=3UTR
CDIF630_01835	1905834	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09230 (1905631-1905711, +链); Location TTS=3UTR
CP010905.2:1907053..1907157	1907302	是	+	低	坐标定位到GFF特征 riboswitch/ (1907053-1907157, +链), 非基因特征, 低置信
CDIF630_01839	1911390	是	+	高	locus tag直接命中 GFF gene/gcvPB (1909841-1911298, +链); Location TTS=3UTR
CDIF630_01839	1910688	是	+	高	locus tag直接命中 GFF gene/gcvPB (1909841-1911298, +链); Location TTS=CDS
CDIF630_01840	1914129	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09250 (1911721-1914078, +链); Location TTS=3UTR
CDIF630_01841	1914092	是	-	高	locus tag直接命中 GFF gene/ppnP (1914164-1914481, -链); Location TTS=3UTR
CDIF630nc_061	1915239	否		无法确定	locus tag(CDIF630nc_061)未命中且坐标(1914759-1915252)处无唯一GFF特征, 需人工核查
CDIF630_01842	1916736	是	+	高	locus tag直接命中 GFF gene/tnpB (1915500-1916618, +链); Location TTS=3UTR
CDIF630_01844	1918081	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09275 (1918189-1919460, -链); Location TTS=3UTR
CDIF630nc_062	1922009	否		无法确定	locus tag(CDIF630nc_062)未命中且坐标(1922009-1922213)处无唯一GFF特征, 需人工核查
CDIF630_01848	1922278	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS09290 (1922355-1922906, -链); Location TTS=3UTR
CDIF630_01849	1924168	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09295 (1923097-1924059, +链); Location TTS=3UTR
CDIF630_01850	1926264	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09300 (1924354-1926198, +链); Location TTS=3UTR
CDIF630_01851	1927294	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS09305 (1926503-1927033, +链); Location TTS=3UTR
CDIF630nc_063	1928333	是	-	低	locus tag(CDIF630nc_063)未命中; 按坐标关联到GFF gene/CDIF630_RS20505 (1928136-1928312, -链), 低置信
